microsecond,acSX,acSY,acSZ,accX,accY,accZ,angX,angY,angZ,score
8416,-0.942,-0.099,0.267,6.47,-13.733,1.099,-10.844,75.927,-7.202,3
8417,-0.982,-0.26,-0.166,6.958,1.038,-6.47,-123.569,73.07,-77.108,3
8507,-0.941,-0.243,-0.137,1.282,0.244,-13.733,-121.306,72.301,-74.262,3
8519,-0.928,-0.064,0.165,0.366,-18.921,0.854,-9.651,75.289,-5.911,3
8611,-0.933,-0.22,-0.154,2.869,1.526,-31.494,-117.839,70.406,-70.164,3
8624,-0.903,-0.029,0.172,-1.099,-34.79,-1.099,-7.998,73.048,-4.081,3
8701,-0.93,-0.377,-0.17,-1.282,-0.122,-42.725,-113.851,67.006,-65.594,3
8743,-0.934,-0.086,0.339,-6.287,-46.753,1.587,-6.899,68.879,-2.39,3
8807,-0.897,-0.46,-0.125,0.732,0.427,-37.964,-110.006,63.457,-61.403,3
8818,-0.921,0.001,0.389,-2.502,-41.626,0.366,-5.081,64.891,0.011,3
8898,-0.844,-0.475,-0.163,0.244,2.686,-26.55,-107.864,60.255,-59.634,3
8940,-0.847,-0.054,0.509,-3.357,-11.597,-1.465,-4.587,61.298,0.681,3
9001,-0.82,-0.481,-0.139,1.892,-2.38,-21.362,-106.501,58.057,-58.656,3
9030,-0.823,0.013,0.46,0.671,-6.958,3.296,-3.961,58.986,1.351,3
9107,-0.795,-0.472,-0.133,4.395,1.465,-21.851,-105.15,56.085,-58.035,3
9134,-0.766,-0.036,0.477,0.183,-16.174,-2.38,-3.472,56.832,1.417,3
9253,-0.747,-0.041,0.556,-5.127,-29.053,3.662,-3.4,53.602,1.252,3
9301,-0.744,-0.607,-0.148,-1.526,-0.366,-34.668,-102.991,49.818,-57.052,3
9328,-0.768,-0.023,0.604,-2.991,-25.024,3.357,-3.279,49.933,1.714,3
9391,-0.737,-0.619,-0.128,3.54,-1.648,-31.006,-101.948,46.741,-56.678,3
9435,-0.664,0.029,0.716,0,-17.7,2.197,-2.813,46.615,2.087,3
9497,-0.691,-0.716,-0.136,3.113,2.625,-18.372,-101.179,44.451,-56.992,3
9569,-0.698,-0.043,0.666,1.465,-20.325,-1.404,-2.692,44.615,1.642,3
9601,-0.667,-0.685,-0.15,3.113,0.366,-23.193,-100.629,42.292,-57.684,3
9630,-0.664,-0.024,0.648,0.061,-28.992,2.014,-2.527,42.308,1.269,3
9692,-0.637,-0.751,-0.134,1.831,-0.488,-31.799,-99.981,39.551,-58.074,3
9749,-0.586,-0.028,0.746,-0.854,-34.973,1.587,-2.422,39.012,1.082,3
9812,-0.597,-0.787,-0.127,1.404,-2.197,-33.325,-99.322,36.365,-58.315,3
9855,-0.563,-0.013,0.831,-1.282,-38.635,2.686,-2.296,35.464,1.104,3
9886,-0.552,-0.828,-0.106,2.319,-0.732,-28.015,-98.641,33.365,-58.612,3
